"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"104","Lazy (with dewi at SMK Pasundan 1 Cimahi) [pic] — https://t.co/TJBXMIsW2w",FALSE,0,NA,2016-10-30 23:13:57,FALSE,NA,"792867165674151936",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","kairabcdefg",0,FALSE,FALSE,107.54922,-6.86214
"108","Rutinitas senin pagiiiii <ed><U+00A0><U+00BD><ed><U+00B8><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4> (with Ryan, Linaldi, and 3 others at @jasamarga) — https://t.co/4ipOEFQOIC",FALSE,0,NA,2016-10-30 23:11:10,FALSE,NA,"792866466215235584",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","trayaaaa",0,FALSE,FALSE,107.57999,-6.95559
"109","Semalem boboknya begini nih d rs
Sampe kemeng tangan… (w/ Damia &amp; arman at Kamar bersalin Rs limijati) [pic] — https://t.co/NKRVCPe1a3",FALSE,0,NA,2016-10-30 23:10:25,FALSE,NA,"792866276309774336",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","giawibowo",0,FALSE,FALSE,107.62572,-6.90939
"110","Rutinitas senin pagiiii <ed><U+00A0><U+00BD><ed><U+00B8><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4> (with Ryan, Linaldi, and 2 others at @jasamarga) — https://t.co/UvTi6xnQV9",FALSE,0,NA,2016-10-30 23:10:06,FALSE,NA,"792866194042654720",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","trayaaaa",0,FALSE,FALSE,107.57784,-6.95443
"111","Selamat pagiii...
Mau kopi,susu,atau aku(?) <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> - Shelly and Shelby (at Bandung, Indonesia) — https://t.co/A4VDhltPaC",FALSE,0,NA,2016-10-30 23:09:41,FALSE,NA,"792866093098344448",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","mellyaEMW",0,FALSE,FALSE,107.66796,-6.93742
"112","Rutinitas pagi hariiii <ed><U+00A0><U+00BD><ed><U+00B8><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4> (with Ryan, Linaldi, and 3 others at @jasamarga) — https://t.co/rugJ6CP6L6",FALSE,0,NA,2016-10-30 23:09:02,FALSE,NA,"792865925900832769",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","trayaaaa",0,FALSE,FALSE,107.58019,-6.95578
"113","Nyubuh . Karna biaya resepsi itu mahal <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> (at Unit Reskrim Polres Bandung) — https://t.co/35zC8nEHTZ",FALSE,0,NA,2016-10-30 23:08:40,FALSE,NA,"792865836939694085",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","azizbinurillah",0,FALSE,FALSE,107.54011,-7.03707
"114","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> entah ini jalur angkot kmna <ed><U+00A0><U+00BD><ed><U+00B8><U+0091> (at Angkot Sthall-Lembang) — https://t.co/4ZS9P3cDhx",FALSE,0,NA,2016-10-30 23:08:30,FALSE,NA,"792865793310457856",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","mutitia04",0,FALSE,FALSE,107.5937,-6.86601
"117","#pathdaily (at karamat,cicaheum) [pic] — https://t.co/WW9Xda2JeN",FALSE,0,NA,2016-10-30 23:06:21,FALSE,NA,"792865253335760896",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","viebutong",0,FALSE,FALSE,107.6591,-6.90529
"124","Terakhir <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> (at Gedung Carolus RS St Borromeus lt.5) — https://t.co/GSbv7UxJxc",FALSE,0,NA,2016-10-30 23:02:50,FALSE,NA,"792864367872126976",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","reynaningrum",0,FALSE,FALSE,107.59846,-6.91646
"125","Bahagia itu ketika anak"" g ngajakin begadang dan ema bpanya pun tdr pules <ed><U+00A0><U+00BD><ed><U+00B8><U+0085><U+263A><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>… (w/ Mega at Nonkseu Room) [pic] — https://t.co/cXEpsaLbwc",FALSE,0,NA,2016-10-30 23:01:49,FALSE,NA,"792864112090816512",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","nonkseu",0,FALSE,FALSE,107.57593,-6.90886
"131","At RS Immanuel — https://t.co/DX9aedp35E",FALSE,0,NA,2016-10-30 22:57:25,FALSE,NA,"792863004853346304",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","Ven_Glory",0,FALSE,FALSE,107.59582,-6.93518
"134","<ed><U+00A0><U+00BD><ed><U+00B8><U+009A> Sweet Home <U+2728>
<ed><U+00A0><U+00BC><ed><U+00BF><U+00A0><U+2764><ed><U+00A0><U+00BC><ed><U+00BF><U+00A0><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BC><ed><U+00BF><U+0083><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> (with Han at Komplek Baleendah Permai 3) — https://t.co/mVao93U6wy",FALSE,0,NA,2016-10-30 22:55:57,FALSE,NA,"792862634664075264",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","sucinurkalbuu",0,FALSE,FALSE,107.60976,-6.98417
